kekuleSmiles	Molecule ChEMBL ID	pAct(norm)	DrugName	Assay Cell Type	Obs	ActivityFilter	Type	nre
N[C@H](C(=O)N1CCCC1)[C@H]2CC[C@@H](CC2)NS(=O)(=O)C=3C=CC(=CC3F)F	CHEMBL25437	4.46		None	pKi	inactive	other	6581
N[C@H]1CN(CC[C@@H]1C=2C=C(C(=CC2F)F)F)C=3C=CC4=NC(=O)C=CN4N3	CHEMBL231396	4		None	pIC50	inactive	other	6582
CN(CC(=O)NC1CC1)C(=O)C=2C=CC3=C(C2)C4=C(N3C)CC[C@@H](C4)C5CCOCC5	CHEMBL2029726	3.88		None	pIC50	inactive	other	6583
CCNC(=O)CC[C@@H](CO)N(C)C(=O)C=1C=CC2=C(C1)C3=C(N2C)CC[C@H](C3)C4CCOCC4	CHEMBL2029736	3.88		None	pIC50	inactive	other	6584
CC(C)N1CC=2C=C(C=CC2C1=O)C3=CC(=NO3)C=4C=CC(=NC4)Cl	CHEMBL3398278	4.4		unspecified	pIC50	inactive	other	6585
CC(C)[C@@H](OC=1C=CC(=CC1)CNC(=O)[C@@H]2CCCN2C(=O)CC(N)CC=3C=C(C=CC3F)F)C(=O)O	CHEMBL364102	4.12		None	pIC50	inactive	other	6586
CO[C@H]1C[C@H](C1)N2C(=O)N(C3=C2C4=C(N=C3)C=CC(=C4)C=5C=CC(=NC5)OCCCN6CCCCC6)C	CHEMBL3960323	4.85		None	pIC50	intermediate	other	6587
N[C@H](C(=O)N1CCC(C1)(F)F)[C@H]2CC[C@@H](CC2)NC(=O)OCC=3C=CC=CC3	CHEMBL279944	4.38		None	pKi	inactive	other	6588
O=C1COC=2C=CC(=NC2N1)CNC3CCN(CC3)CCN4C(=O)COC5=C4C=C(C=C5)Br	CHEMBL1824031	5.55		None	pIC50	intermediate	other	6589
COCCCN1C=C(C2=C1C=CC=C2)CN(C(=O)[C@H]3CNCC[C@@H]3C=4C=CN(C(=O)C4)C)C5CC5	CHEMBL1796068	3.94		None	pKi	inactive	other	6590
COC(=O)C=1C=CC2=C(C1)N(C(=O)CO2)CCN3CCC(CC3)NCC=4C=CC5=C(N4)NC(=O)CO5	CHEMBL1824034	4.83		None	pIC50	intermediate	other	6591
C[C@H]1C[C@H](C[C@H]([C@]1(C)O)O)C=2C=CN=CC2NC(=O)C=3N=C(C=CC3N)C=4N=CC=CC4F	CHEMBL4781112	3.92		None	pIC50	inactive	other	6592
CN1CCC(CC1)S(=O)(=O)C=2C(=CC=C(C2O)NC(=O)NC=3C=CC=C(C3Cl)Cl)Cl	CHEMBL3819521	3.5		None	pIC50	inactive	other	6593
CCC(=O)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCC=2C=C(C=CC2N3C=NN=N3)Cl)C=4C=CC(=CC4)F	CHEMBL3786896	3.88		None	pIC50	inactive	other	6594
CC(C)C=1C=CC(=CC1)C2=CC(=NN2C3CCC3)CN4CCOCC4	CHEMBL4476297	4.49		None	pIC50	inactive	other	6595
O=C1C=C(C=2C=C(C=CC2N1)C(C=3C=CC(=CC3)Cl)C=4C=CC(=CC4)Cl)NC5CCN(CC5)S(=O)(=O)C(F)(F)F	CHEMBL3945880	3.7		None	pIC50	inactive	other	6596
COC=1C(=CC(=CC1OC(C)(C)C)CN2CC(=O)N(CC2=O)CCCCCC(C=3C=CC(=CC3)F)C=4C=CC(=CC4)F)OC(C)(C)C	CHEMBL3356240	3.4		CHO	pIC50	inactive	other	6597
O=C(CNCC1(CCCCC1)O)N2CCC=3C=CC=CC3C2C4CCCCC4	CHEMBL3356247	4.34		CHO	pIC50	inactive	other	6598
O=C(CNCC1(CCCC1)O)N2CCC=3C=CC=CC3C2C4CCCCC4	CHEMBL3356248	4.1		CHO	pIC50	inactive	other	6599
CN(C)CC=1C=CC2=C(C1)CC[C@@H](C2)N(C)C(=O)C=3C=CC(=CC3)C=4C=CC=CN4	CHEMBL267320	4.52		None	pIC50	inactive	other	6600
CN(C)C(=O)C(CO)N(C)CC=1C=CC2=C(C1)CC[C@@H](C2)N3CCN(CC3=O)CCC=4C=CC(=CC4)F	CHEMBL385710	4.6		None	pIC50	inactive	other	6601
CC=1C=NC(=NC1C2=CC3=C(O2)CCN(C3)C(=O)CC#N)NC=4C=CC(=CC4)N5CCOCC5	CHEMBL4590082	3.92		None	pIC50	inactive	other	6602
C[C@@H](C=1C=CC(=CC1)C=2C=CC=C(C2)C=3N=NNN3)[C@H](N)C(=O)N4CC[C@@H](C4)F	CHEMBL195378	4.23		None	pIC50	inactive	other	6603
C[C@@H](C=1C=CC(=CC1)C=2C=CC=C(C2)C3=NOC(=N3)O)[C@H](N)C(=O)N4CC[C@@H](C4)F	CHEMBL370072	4.55		None	pIC50	inactive	other	6604
NC(CC(=O)N1CCC[C@H]1C(=O)NCC=2C=CC(=CC2)C(=O)O)CC=3C=CC(=C(C3)F)F	CHEMBL182223	4.1		None	pIC50	inactive	other	6605
COC=1C=CC(=CC1)CN2C(=O)N(C3=C2C=NC4=C3C=C(C=C4)C=5C=NC(=C(C5)NS(=O)(=O)C)OC)C	CHEMBL4560054	3.92		None	pIC50	inactive	other	6606
O=C1COC=2C=CC(=NC2N1)CNC3CCN(CC3)CCN4C(=O)COC5=C4C=C(C=C5)F	CHEMBL1824043	5.07		None	pIC50	intermediate	other	6607
COC=1C=NC=2C=CC(=O)N(C2C1)CCN3CCC(CC3)C4=CNC5=C4C=CC(=C5)C(F)(F)F	CHEMBL3319004	5.74		None	pIC50	intermediate	other	6608
C[C@@H](C=1C=CC(=CC1)C=2C=CC=C(C2)C(=O)O)[C@H](N)C(=O)N3CC[C@@H](C3)F	CHEMBL195755	3.4		None	pIC50	inactive	other	6609
N[C@H]1CN2C(=NC3=C2C=CC=N3)C[C@@H]1C=4C=C(C(=CC4F)F)F	CHEMBL562388	4.05		None	pIC50	inactive	other	6610
O=C(NC[C@H]1CC[C@H](CC1)CCOC=2C=CC=CC2)C=3C=NNC3	CHEMBL249093	3.92		None	pIC50	inactive	other	6611
NC(=O)C=1C=CC=CC1OCCCN2CCN(CC2)C=3C=CC=C4C3C=CN4S(=O)(=O)C=5C=CC=CC5	CHEMBL3409256	5.21		CHO	pIC50	intermediate	other	6612
CCN(CC(=O)NC1CC1)C(=O)C=2C=CC3=C(C2)C4=C(N3C)CCC(C4)C5CCOCC5	CHEMBL2029722	3.88		None	pIC50	inactive	other	6613
CNC(=O)C=1C=CC(=CC1)OC=2C=CC(=CC2)S(=O)(=O)C3(CCC4(C3)CCNCC4)C(=O)NO	CHEMBL3417751	3.4		None	pIC50	inactive	other	6614
CC=1C=CC=NC1CN2CCC3(CC2)C(=O)N(C(=O)N3C=4C=C(N=CN4)O)C=5C=CC(=CC5)C=6C=CC(=CC6)C(=O)O	CHEMBL2043011	3.92		None	pIC50	inactive	other	6615
N#CC1(CC1)NC(=O)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)C4=NC=5C=NC=CC5S4	CHEMBL2070951	3.4		None	pIC50	inactive	other	6616
COC=1C=NC=2C=CC(=O)N(C2C1)CCN3CCC(CC3)C4C(=O)NC5=C4C=C(C=C5)Cl	CHEMBL3318982	5.32		None	pIC50	intermediate	other	6617
CC(=O)NCCC=1C=CC=CC1C=2ON=C(C2C(C)O)[C@H]3CNCC[C@]3(O)C=4C=CC(=C(C4)F)F	CHEMBL2017108	4.47		None	pKi	inactive	other	6618
CC(=O)NCCC=1C=CC=CC1C=2ON=C(C2Br)[C@H]3CNCC[C@]3(OCC(O)CO)C=4C=CC(=C(C4)F)F	CHEMBL2017112	3.62		None	pKi	inactive	other	6619
CC=1C(=CC=C2C1COC2=O)C(F)CN3CCN(CC3)C(=O)CC=4C=CC(=NC4)N5C=NN=N5	CHEMBL3792978	4.66		None	pIC50	intermediate	other	6620
COC=1N=CN=C(C1C)CN2C=C(C3=C2C=C(C=N3)C)C(=O)NCCO	CHEMBL3109802	3.88		None	pIC50	inactive	other	6621
CN(C)CC=1C=CC2=C(C1)CCN(C2)C(=O)C3=CC=4C=C(C=CC4N3C)Cl	CHEMBL3314349	5.31		CHO	pIC50	intermediate	other	6622
CC=1C=NC=2C(=CN(C2C1)CC=3N=CN=C(C3C)OC(F)F)C(=O)NCCO	CHEMBL3291424	3.88		None	pIC50	inactive	other	6623
CN(CC=1C=CC=CC1)S(=O)(=O)NC=2C=CC=3C=CC=4N=CC(=CC4C(=O)C3C2)C=5C=NN(C5)C	CHEMBL1802910	3.92		None	pIC50	inactive	other	6624
COC(=O)N(CC(=O)O)CC=1C=C(C=CC1F)OCC=2N=C(OC2C)C=3C=CC(=CC3)Cl	CHEMBL3828718	3.5		None	pIC50	inactive	other	6625
C=1C=CC(=CC1)C=2C=CC=CC2	CHEMBL14092	4.35		None	potency	inactive	other	6626
COC=1C=C(C=CC1NC=2N=CC(=C(N2)C3=CN=C4N3C=CC=C4)Cl)N5CCN(CC5)C(=O)[C@@H](C)O	CHEMBL1809071	4.82		None	pIC50	intermediate	other	6627
O=[N+]([O-])C=1C=CC=C(C1Cl)Cl	CHEMBL168024	4.3		None	potency	inactive	other	6628
CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C=O)/C)/C	CHEMBL1579130	4.4		None	potency	inactive	other	6629
CC=1C(=CC=C(C1Cl)OC2CCN(CC2)C3CCN(CC3)S(=O)(=O)NC(=O)C=4C=CC=CC4)Cl	CHEMBL2171016	5.4		HEK293	pIC50	intermediate	other	6630
CC(C)(C=1C=C(C(=C(C1)Br)O)Br)C=2C=C(C(=C(C2)Br)O)Br	CHEMBL184450	4.4		None	potency	inactive	other	6631
O=C(NS(=O)(=O)N1CCC(CC1)N2CCC(CC2)OC=3C=CC(=C(C3)Cl)Cl)C=4C=CC=CC4	CHEMBL2171015	5.2		HEK293	pIC50	intermediate	other	6632
CCCCOC(=O)COC=1C=CC(=CC1Cl)Cl	CHEMBL1446511	4.3		None	potency	inactive	other	6633
O=C(NS(=O)(=O)C=1C=CC(=CC1)Cl)N2CCC(CC2)N3CCC(CC3)OC=4C=CC(=C(C4)Cl)Cl	CHEMBL2171035	4.9		HEK293	pIC50	intermediate	other	6634
O=C(N1CCC=2N=CC(=CC2C1)C(F)(F)F)[C@@]34CCC[C@@H]3C[C@H](C4)NC5CCCC5	CHEMBL2314056	4.47		None	pIC50	inactive	other	6635
O=C(NS(=O)(=O)C=1C=CC=CC1)N2CCC(CC2)N3CCC(CC3)OC=4C=CC(=C(C4)Cl)Cl	CHEMBL2171033	5		HEK293	pIC50	intermediate	other	6636
COC=1C=CC=CC1OC=2C=CC=CC2CN3CCC4(CC3)CCN(CC4)C(=O)C=5C=C[N+](=CC5)[O-]	CHEMBL270971	6.66		CHO-K1	pIC50	active	other	6637
CCN1C(=NC2=C1C=C(N=C2)C(F)(F)F)[C@@H](C)NS(=O)(=O)C=3C=CC(=NC3)C#N	CHEMBL3605557	3.1		None	pIC50	inactive	other	6638
COC=1C=CC=CC1OC=2C=CC=CC2CN3CCC4(CC3)CCN(CC4)C(=O)C5=CC=CNC5=O	CHEMBL583843	4.85		CHO-K1	pIC50	intermediate	other	6639
O=C(C=1C=CC(=CC1)Cl)N2CCC3(CCN(CC3)CC=4C=CC=C(C4)OC=5C=CC=CC5)CC2	CHEMBL429436	6.22		CHO-K1	pIC50	active	other	6640
COC=1C=CC2=C(C1)CCN([C@@H]2C(C)C)C(=O)CNCC3(CCCCC3)O	CHEMBL3593759	3.4		CHO	pIC50	inactive	other	6641
O=C(C=1C=CC(=CC1)Cl)N2CCC3(CCN(CC3)CC=4C=CC=CC4OC=5C=CC=CC5)CC2	CHEMBL259243	7.08		CHO-K1	pIC50	active	other	6642
N#CC=1C=CC(=NC1)N2CC[C@H]([C@H](C2)F)NC=3C(=CN=C4C3C=CN4)C(=O)N	CHEMBL3593777	3.4		CHO-K1	pIC50	inactive	other	6643
CC(C)COC=1C=CC=CC1CN2CCC3(CC2)CCN(CC3)C(=O)C=4C=CN=CN4	CHEMBL567620	5.31		CHO-K1	pIC50	intermediate	other	6644
C[C@@H](C1CCC(CC1)N(C)C(=O)C=2C=CC=C(C2)F)[C@H](N)C(=O)N3CC[C@@H](C3)F	CHEMBL245379	4.11		None	pIC50	inactive	other	6645
CC(C)COC=1C=CC=CC1CN2CCC3(CC2)CCN(CC3)C(=O)C=4C=CN=CC4	CHEMBL567419	5.72		CHO-K1	pIC50	intermediate	other	6646
CCCOC=1C=C(C=C(N1)OC)[C@H](C=2C=C3C=C(C=CC3=NC2OC)Br)[C@@](O)(CCN(C)C)C=4C=C(N=C(C4)OC)OC	CHEMBL4530411	3.92		None	pIC50	inactive	other	6647
O=C(C=1C=CN=CN1)N2CCC3(CCN(CC3)CC=4C=CC=C(C4)OC=5C=CC=CC5)CC2	CHEMBL410885	5.71		CHO-K1	pIC50	intermediate	other	6648
CCOC=1C=C(C=C(N1)OC(C)C)[C@H](C=2C=C3C=C(C=CC3=NC2OC)C#N)[C@@](O)(CCN(C)C)C=4C=C(N=C(C4)OC)OC	CHEMBL4551182	3.92		None	pIC50	inactive	other	6649
OCC1=NC=2C=CC=CC2N1CC=3C=CC(=CC3)Cl	CHEMBL1872352	3.92		0	pIC50	inactive	other	6650
CN1C(=O)C=C[C@]2([C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C)C	CHEMBL559246	3.89		None	pKi	inactive	other	6651
CC1=NOC(=C1CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O)C	CHEMBL1784340	3.4		None	pIC50	inactive	other	6652
CN(C)C(=O)NC=1C=CC(=CC1)S(=O)(=O)N[C@H]2CC[C@@H](CC2)[C@H](N)C(=O)N3CCCC3	CHEMBL3084938	3.4		None	pKi	inactive	other	6653
OCCN(CCO)C=1N=C(C=2N=C(N=C(C2N1)N3CCCCC3)N(CCO)CCO)N4CCCCC4	CHEMBL932	4.5	dipyridamole	None	potency	inactive	other	6654
C=1C=CC=2C(C1)=CC=C3C2C=CC=C3	CHEMBL46730	4.55		None	potency	inactive	other	6655
O=C(O)CCCC=1C=CC(=CC1)N(CCCl)CCCl	CHEMBL515	4.45	chlorambucil	None	potency	inactive	other	6656
CCOP(=S)(OCC)OC=1N=C(C(=CC1Cl)Cl)Cl	CHEMBL463210	4.3		None	potency	inactive	other	6657
O=C(OC=1C=CC=CC1)C=2C=CC=CC2O	CHEMBL1339216	4.3	phenyl salicylate	None	potency	inactive	other	6658
COC=1C=CC(=CC1)CCN2CCC(CC2)NC3=NC=4C=CC=CC4N3	CHEMBL4213322	6.79		None	pIC50	active	other	6659
CN1C(=O)N(C2=C([C@H]1C=3C=CC(=CC3CO)C#N)C(=O)CC2)C=4C=CC=C(C4)C(F)(F)F	CHEMBL4109966	3.92		0	pIC50	inactive	other	6660
O=C(NCCCNC1=NC=2C=CC=CC2N1)C=3C=C(C=C(C3)Cl)Cl	CHEMBL3581787	5.93		None	pIC50	intermediate	other	6661
CNC(=O)OCC[N+](C)(C)C	CHEMBL1255786	4.45		None	potency	inactive	other	6662
OC=1C=CC(=CC1CC=2C=CC=CC2)Cl	CHEMBL1328919	4.35		None	potency	inactive	other	6663
COC=1C=CC(=CC1)CCN2CCC(CC2)NC3=NC=4C=CC=CC4N3CCC(C)C	CHEMBL4217155	6.67		None	pIC50	active	other	6664
CC(C)NCC(O)COC=1C=CC(=CC1)CCOCC2CC2	CHEMBL1691	4.45	betaxolol	None	potency	inactive	other	6665
CC1=NSC(=N1)C2=NN=C3N2CCN(C3)C(=O)C=4C=CC(=CC4)F	CHEMBL3608684	4.3		None	pIC50	inactive	other	6666
C(=NC1CCCCC1)=NC2CCCCC2	CHEMBL162598	4.15		None	potency	inactive	other	6667
CCOC(=O)C(C)(C)OC=1C=CC(=CC1)Cl	CHEMBL565	4.45	clofibrate	None	potency	inactive	other	6668
OC=1C=CC(=C(C1Cl)Cl)Cl	CHEMBL1341844	4.6		None	potency	inactive	other	6669
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC[C@@H]4[C@@]3(CCC(=O)C4)C	CHEMBL27769	4.5	androstanolone	None	potency	inactive	other	6670
O=[N+]([O-])C(Br)Br	CHEMBL1309179	4.3		None	potency	inactive	other	6671
CN[C@@H](C)[C@H](O)C=1C=CC=CC1	CHEMBL1523964	4.45	ephedrine	None	potency	inactive	other	6672
CCC=1C=CC(=NC1)C(=O)COC=2C=CC(=CC2)CC3SC(=O)NC3=O	CHEMBL146624	3.4		None	pIC50	inactive	other	6673
CC1=NN(C(=C1NC=2N=CC(=C(N2)C=3C=NN4C3C=CC=C4)Cl)C)C5CCN(CC5)C(=O)[C@H](C)O	CHEMBL3822947	4.64		CHO-K1	pIC50	intermediate	other	6674
NC=1C2=C(N=C3C1C=CC=C3)CCCC2O	CHEMBL23455	4.45	velnacrine	None	potency	inactive	other	6675
COC1=NN(C=C1NC=2N=CC(=C(N2)C=3C=NN4C3C=CC=C4)Cl)C5CCN(CC5)C(=O)C	CHEMBL3823522	5		CHO-K1	pIC50	intermediate	other	6676
CC(=O)N1CCC(CC1)N2C=C(C=N2)NC=3N=CC(=C(N3)C4=CN=C5N4C=CC=C5)Cl	CHEMBL3823659	5.27		CHO-K1	pIC50	intermediate	other	6677
C[C@H]1CCCN1CCCOC=2C=CC3=C(C2)CC[C@@H]4[C@@H]3CC[C@]5([C@H]4[C@@H](CC5=O)C(=O)N6CCCC6)C	CHEMBL4474244	4.1		None	pIC50	inactive	other	6678
CC(=O)N1CCC(CC1)N2N=C(C(=C2C)NC=3N=CC(=C(N3)C=4C=NN5C4C=CC=C5)Cl)C	CHEMBL3823914	4.64		CHO-K1	pIC50	intermediate	other	6679
COC(=O)C1=C(NC(=C1C(=O)C=2C=CC=CC2CC=3C=CC=CC3)C)C	CHEMBL93655	4.45		None	potency	inactive	other	6680
CC1=NN(C(=C1NC=2N=CC(=C(N2)C=3C=NN4C3C=CC=C4)Cl)C)C5CCN(CC5)CCO	CHEMBL3824323	5.03		CHO-K1	pIC50	intermediate	other	6681
N[C@@H](CC=1C=CC(=CC1)F)C(=O)O	CHEMBL1235242	4.45		None	potency	inactive	other	6682
COC=1C=CC2=C(C1)C(=C(N2C(=O)C=3C=CC(=CC3)Cl)C)CC(=O)O	CHEMBL6	3.52	indomethacin	None	pIC50	inactive	other	6683
CC=1C=NC=CC1C=2C=C3C(=C(C=NN3C2)C(=O)N)N[C@@H]4CC[C@](C4(C)C)(C)N	CHEMBL4084341	3.5		None	pIC50	inactive	other	6684
CC[C@H]1CN2CC[C@@]3([C@@H]2C[C@@H]1/C(=C\OC)/C(=O)OC)C(=O)NC4=C3C=CC=C4	CHEMBL519266	3.11		None	pIC50	inactive	other	6685
COC=1C=CC=2N=CC(=C(C2C1)[C@@H](O)CC[C@@H]3CCN(C[C@@H]3C(=O)O)C4CC(C4)C=5C=CC=C(C5F)F)F	CHEMBL4079869	4.6		None	pIC50	inactive	other	6686
COC=1C=CC=2N=CC(=C(C2C1)[C@@H](O)CC[C@@H]3CCN(C[C@@H]3C(=O)O)C4CC(C4)C=5C=C(C=CC5F)F)F	CHEMBL4092041	4.07		None	pIC50	inactive	other	6687
CC(=O)NC=1C=CC=2C=NN(C2C1)C=3C=C(N4N=CC(=C4N3)C#N)NC5CC5	CHEMBL2062564	3.88		None	pIC50	inactive	other	6688
O=C1COC=2C=CC=C(C2N1)OC[C@@H](O)CN3CCC4(CC3)CC=5C=C(C=CC5O4)Cl	CHEMBL3099951	6.22		HEK293	pIC50	active	other	6689
CN1CCC(CC1)S(=O)(=O)C=2C(=CC=C(C2O)NC(=O)NC=3C=CC=C(C3Cl)F)Cl	CHEMBL3819512	3.4		None	pIC50	inactive	other	6690
C[C@H](C1=NC(=NO1)C=2C=CC(=CC2Cl)Cl)[C@H](N)C(=O)N3CCCC3	CHEMBL438992	4.44		None	pIC50	inactive	other	6691
CC1=NN(C(=C1C=2C=CC(=CC2)F)C)C=3C=CC4=C(C3)CNC4	CHEMBL4587871	3.92		None	pIC50	inactive	other	6692
CC(C)C=1C=C(C=C(N1)COCC2(CCN(CC2)C)C=3C=CC(=CC3)F)C(F)(F)F	CHEMBL2333633	4.59		None	pIC50	inactive	other	6693
O=C(N1CCC=2N=CC(=CC2C1)C(F)(F)F)[C@@]34CCC[C@@H]3C[C@H](C4)NCC5CCOCC5	CHEMBL2314062	4.33		None	pIC50	inactive	other	6694
O=C1OCC2=C1C=CC(=C2)CCN3CCN(CC3)C(=O)CC=4C=CC(=CC4)N5C=NN=N5	CHEMBL2441437	5.35		None	pIC50	intermediate	other	6695
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)N2C=NC3=C2N=CN=C3NC(C4CCC4)C5CCC5	CHEMBL4533718	3.92		None	pIC50	inactive	other	6696
COC=1N=CC(=CC1NS(=O)(=O)C2=CN(C(=N2)C)CC=3C=CC=CC3)C4=CCOCC4	CHEMBL4435246	3.7		CHO	pIC50	inactive	other	6697
CCCCCCCCN1C(=NC2=C1C=CC=C2)NC3CCN(CC3)CCC=4C=CC(=CC4)OC	CHEMBL4205490	5.49		None	pIC50	intermediate	other	6698
CNCC(=O)N1CCN(CC1)C=2C=CC(=C(C2)OC)NC=3N=CC(=C(N3)C4=CN=C5N4C=CC=C5)Cl	CHEMBL1809073	5.02		None	pIC50	intermediate	other	6699
CC1=NC=2C=CC=CC2N1CC=3C=CC(=CC3)C(=O)N(C)[C@@H]4CCN(C4)C5CCC5	CHEMBL1835993	3.92		None	pIC50	inactive	other	6700
CC=1C(=CC=C2C1C(=O)N(C2C(=O)NC(C)(C)C)CC=3C=CC=CC3C=4C=CC=CC4)OS(=O)(=O)C	CHEMBL3786256	3.89		None	pIC50	inactive	other	6701
CC(C)(C)NC(=O)C1C=2C=CC(=CC2C(=O)N1CC=3C=CC=CC3C=4C=CC=CC4)C#N	CHEMBL3786562	3.88		None	pIC50	inactive	other	6702
CC(C)(C)NC(=O)C1C=2C=CC=CC2C(=O)N1CC=3C=CC(=CC3C=4C=CC(=CC4)F)F	CHEMBL3786519	3.88		None	pIC50	inactive	other	6703
CC(C)(C)NC(=O)C1C=2C=CC=CC2C(=O)N1CC=3C=CC=CC3C=4C=CC(=CC4)F	CHEMBL3786303	4.25		None	pIC50	inactive	other	6704
CC=1C(=CC=C2C1C(=O)N(C2C(=O)NC(C)(C)C)CC=3C=CC=CC3C=4C=CC(=C(C4)F)F)O	CHEMBL3785370	4.57		None	pIC50	inactive	other	6705
CC=1C(=CC=C2C1C(=O)N(C2C(=O)NC(C)(C)C)CC=3C=CC=CC3C=4C=CC=CC4)NS(=O)(=O)C	CHEMBL3787412	3.88		None	pIC50	inactive	other	6706
CC=1SC=2C=CC=CC2C1CC3=NCCN3	CHEMBL1605189	4.45	metizoline	None	potency	inactive	other	6707
N#CC(Cl)Cl	CHEMBL1485360	4.2		None	potency	inactive	other	6708
ClC1=C(C2(C3C4CC(C3C1(C2(Cl)Cl)Cl)C5C4O5)Cl)Cl	CHEMBL44072	4.45		None	potency	inactive	other	6709
COC=1C=CC(=CC1)N2N=C(C=C2C=3C=CC(=CC3)Cl)C(F)(F)F	CHEMBL26915	4.5		None	potency	inactive	other	6710
O=C(CC=1C=CC(=C(C1)Cl)Cl)N2CCCCC2CN3CCCC3	CHEMBL1256835	4.6		None	potency	inactive	other	6711
N[C@H](C(=O)N1CC[C@H](C1)F)[C@H]2CC[C@@H](CC2)NC(=O)C=3C=CC(=C(C3)F)F	CHEMBL23924	4.14		None	pKi	inactive	other	6712
CO[C@H]1C[C@H](C1)N2C(=O)N(C3=C2C4=C(N=C3)C=C(C(=C4)C=5C=CC(=NC5)NCCN(C)C)F)C	CHEMBL4175071	4.62		None	pIC50	intermediate	other	6713
COCC=1C=CC(=CN1)C=2C=C3C(=CC2F)N=CC4=C3N(C(=O)N4C)[C@H]5CC[C@@H](CC5)OC	CHEMBL4171264	4.57		None	pIC50	inactive	other	6714
COC=1C=CC=C(C1)/C=C/C(=O)C=2C=C(C(=CC2O)OC)OC	CHEMBL4071093	3.4		None	pIC50	inactive	other	6715
O=C(CCCS(=O)(=O)C=1C=CC=CC1)NC=2C=CNC(=O)N2	CHEMBL4520260	4.17		None	pIC50	inactive	other	6716
COC=1C=CC2=C(C1)C(=O)N(C2C(=O)NC(C)(C)C)CC=3C=CC=CC3C=4C=CC=CC4	CHEMBL3785555	4.52		None	pIC50	inactive	other	6717
CN(C)C(=O)C=1C=C(C=2OC(=CC(=O)C2C1)N3CCOCC3)CN4CCOC5=C4C=CC=C5F	CHEMBL3799831	4.03		None	pIC50	inactive	other	6718
C=1C=CC(=CC1)SCCSC=2C=CC=CC2	CHEMBL70902	4.55		None	potency	inactive	other	6719
O=[N+]([O-])C=1C=CC(=CC1)CSC=2N=CN=C3C2N=CN3[C@@H]4O[C@@H]([C@@H]([C@H]4O)O)CO	CHEMBL1475917	4.45		None	potency	inactive	other	6720
C=1C=CC(=CC1)C2CN3CCSC3=N2	CHEMBL554891	4.45	levamisole	None	potency	inactive	other	6721
NCCNC=1C=CC=C2C1C=CC=C2	CHEMBL1324314	4.45		None	potency	inactive	other	6722
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](CC=3C=CC=CC3)NC(=O)[C@H](CC(=O)N)NC(=O)C=4C=CC=5C=CC=CC5N4	CHEMBL282042	5.82	saquinavir	None	pIC50	intermediate	other	6723
BrC=1C=CC(=CC1)C=2C=CC=CC2	CHEMBL1399688	4.4		None	potency	inactive	other	6724
CCN1CCC(CC1)S(=O)(=O)C=2C(=CC=C(C2O)NC(=O)NC=3C=CC=C(C3Cl)F)Cl	CHEMBL3818331	3.4		None	pIC50	inactive	other	6725
CC1=CC(=NO1)CN2CCN(CC2)C=3C(=CN=C4C3N=C(N4)C=5C=CC(=CC5)N6CCN(CC6)C)Cl	CHEMBL1651456	5.64		None	pIC50	intermediate	other	6726
CCC(=O)/C=C/C1C(=CCCC1(C)C)C	CHEMBL1371285	4.4		None	potency	inactive	other	6727
CC(C)(C)C=1C=CC=2NC(=NC2C1)C(C)(C)N	CHEMBL4466809	4.39		None	pIC50	inactive	other	6728
CO[C@H]1C[C@H](C1)N2C(=O)N(C3=C2C4=C(N=C3)C=C(C(=C4)C=5C=CC(=NC5F)OCCCN(C)C)F)C	CHEMBL3898577	4.66		None	pIC50	intermediate	other	6729
CC(C=1C=CC=CC1)N2C(=O)C=3C=CC=CC3C2C(=O)NC(C)(C)CO	CHEMBL3786473	3.88		None	pIC50	inactive	other	6730
CC=1C(=CC=C2C1C(=O)N(C2C(=O)NC(C)(C)C)CC=3C=CC=CC3C=4C=CC=CC4)OCF	CHEMBL3786683	4.57		None	pIC50	inactive	other	6731
COC=1C=CC=C2C1C=CC(=N2)C#CC=3C=CC=NC3	CHEMBL2335285	4.19		None	pIC50	inactive	other	6732
CO[C@H]1C[C@H](C1)N2C(=O)N(C3=C2C4=C(N=C3)C=C(C(=C4)C=5C=CC(=NC5)NC(=O)CCCN(C)C)F)C	CHEMBL4161022	4.74		None	pIC50	intermediate	other	6733
CC1=CC(=O)N2N=C(C=CC2=N1)N3CC[C@@H]([C@H](C3)N)C=4C=C(C(=CC4F)F)F	CHEMBL231397	4.48		None	pIC50	inactive	other	6734
COC=1C=C(C=CC1N2C=NC(=C2)C)C3=CN(N=N3)C4CC(CNC4=O)C(F)(F)F	CHEMBL2017571	3.92		None	pIC50	inactive	other	6735
COC=1C=C(C=CC1NC=2N=CC(=C(N2)C3=CN=C4N3C=CC=C4)Cl)N5CCN(CC5)C(=O)[C@H](C)N	CHEMBL1809074	5.03		None	pIC50	intermediate	other	6736
