kekuleSmiles	Molecule ChEMBL ID	pAct(norm)	DrugName	Assay Cell Type	Obs	ActivityFilter	Type	nre
O=C(NC=1C=CC(=CC1CO)Cl)NC2CCN(CC2)CC=3C=CN(C3)C=4C=CC(=CC4)C(F)(F)F	CHEMBL550943	5.48		CHO	pIC50	intermediate	patch	4075
O=C(NC1CCN(CC1)CC=2C=CN(C2)C=3C=CC(=CC3)C(F)(F)F)N4CC(C4)N5CCC(CC5)C(F)(F)F	CHEMBL550535	5.41		CHO	pIC50	intermediate	patch	4076
CC(NC(=O)CC1CCN(CC1)CC=2C=CN(C2)C=3C=CC(=CC3)C(F)(F)F)C=4C=CC(=O)NC4	CHEMBL564413	3.9		CHO	pIC50	inactive	patch	4077
CC(C=1C=CC(=CC1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)C5=NC=6C=CC=CC6O5	CHEMBL3634825	6		HEK293	pIC50	active	patch	4078
O=C(CC1CCN(CC1)CC=2C=CN(C2)C=3C=CC(=CC3)C(F)(F)F)N(CCCO)CC=4C=CC(=CC4)F	CHEMBL549635	6.2		CHO	pIC50	active	patch	4079
COC=1C(=CC(=CC1C)C2(N=C(C(=N2)N)C)C=3C=CC=C(C3)C=4C=NC=NC4)C	CHEMBL2180028	3.88		CHO	pIC50	inactive	patch	4080
O=C(CC1CCN(CC1)CC2=CC=C(O2)C=3C=CC(=CC3)Cl)NCC(O)C(F)(F)F	CHEMBL557306	5.99		CHO	pIC50	intermediate	patch	4081
CC(C)C1=NC(N=C1N)(C)C=2C=CC=C(C2)C=3C=CC=NC3	CHEMBL2180017	3.88		CHO	pIC50	inactive	patch	4082
COC=1C=CC(=CN1)C(NC(=O)CC2CCN(CC2)CC=3C=CN(C3)C=4C=CC(=CC4)C(F)(F)F)C=5C=CC(=CC5)F	CHEMBL553196	5.76		CHO	pIC50	intermediate	patch	4083
ClC=1C=CC(=CC1Cl)OC(C=2C=CC=3C=CC=CC3C2)C4CNC4	CHEMBL2171418	6.74		CHO-K1	pIC50	active	patch	4084
NS(=O)(=O)C=1C=CC(=CC1)OC=2C=CC=3C=CC(=O)N(C3N2)CCN4CCC(CC4)NCC=5C=CC6=C(N5)NC(=O)CO6	CHEMBL3608743	3.4		None	pIC50	inactive	patch	4085
CCCOC(C=1C=CC=2C=CC=CC2C1)C3CNC3	CHEMBL2171416	6.01		CHO-K1	pIC50	active	patch	4086
O=C1COC=2C=CC(=NC2N1)CNC3CCN(CC3)CCN4C(=O)C=CC5=C4C=C(C=N5)OC=6C=CON6	CHEMBL3608748	3.4		None	pIC50	inactive	patch	4087
CC1=CC(=NN1C=2C=CC(=C(C2)Cl)Cl)OCCN3CCOCC3	CHEMBL2170225	5.46		HEK293	pIC50	intermediate	patch	4088
O=C1COC=2C=CC(=NC2N1)CNC3CCN(CC3)CCN4C(=O)C=CC5=C4C=C(C=N5)OCC=6C=CC=CN6	CHEMBL3608753	3.4		None	pIC50	inactive	patch	4089
CC1=NN(C=C1CN2CC(C2)O)C=3C=CN=C(N3)NC=4C=CC5=C(C4)C(=C(N5C)C)Cl	CHEMBL3622956	4.62		None	pIC50	intermediate	patch	4090
CC=1C=C2C(=NC1CNC34CCC(CC3)(OC4)C[C@@]5(CN6C(=O)C=CC7=C6C5=C(C=N7)F)O)NC(=O)CO2	CHEMBL3425801	3.62		CHO	pIC50	inactive	patch	4091
COC=1C=C(C=C(C1F)OC)C=2C=NC=C(C2C)C=3C=CC(=CC3)N4CCNCC4	CHEMBL4636120	5.6		HEK293	pIC50	intermediate	patch	4092
O=C1C=CC=2N=CC(=C3C2N1C[C@@]3(O)CC45CCC(CC4)(CO5)NCC=6C=C7C(=CC6F)OCCO7)F	CHEMBL3425823	3.62		CHO	pIC50	inactive	patch	4093
COC=1N=CC=C(N1)N2CCC3(C2=O)CCN(CC3)C[C@H](O)C=4C=CC5=C(C4C)COC5=O	CHEMBL4103004	5.09		None	pIC50	intermediate	patch	4094
CN(CC=1C=CC(=CC1)C(F)(F)F)C=2C=C(N=CN2)C(=O)NC=3C=CC=CC3	CHEMBL4088721	5.48		None	pIC50	intermediate	patch	4095
COC=1C=CC=CC1N2CCN(CC2)CCCCCC(=O)N3C=4C=CC=CC4C5=C3C=CC=C5	CHEMBL3764650	5.55		CHO-K1	pIC50	intermediate	patch	4096
CC=1C=CC(=CC1)NC=2N=CC=C3C2C=C(C=C3)NC(=O)CCCCCCC(=O)NO	CHEMBL3601333	3.8		CHO	pIC50	inactive	patch	4097
CCOC(=O)C1=C(NC(=N[C@H]1C=2C=CC(=CC2Br)F)C3=NC=CS3)CN4CCOC[C@@H]4CCC(=O)O	CHEMBL4074934	3.92		HEK293	pIC50	inactive	patch	4098
CC\1=NN(C(=O)/C1=N\NC=2C=CC=C(C2O)C=3C=CC=C(C3)C(=O)O)C=4C=CC(=C(C4)C)C	CHEMBL461101	6.2	eltrombopag	None	pIC50	active	patch	4099
CCOC(=O)C1=C(NC(=N[C@H]1C=2C=CC(=CC2Cl)Cl)C3=NC=CS3)CN4CCOC[C@@H]4C(=O)O	CHEMBL4083668	3.92		HEK293	pIC50	inactive	patch	4100
O=C(C=1C=CC(=CC1)N2N=NC3=C2N=CC=C3)N(C=4N=CC=CC4Cl)[C@@H]5CCCNC5	CHEMBL4109308	5.07		None	pIC50	intermediate	patch	4101
CCOC(=O)C1=C(NC(=NC1C=2C=CC(=CC2Cl)Cl)C3=NC=CS3)CN4CCOC[C@H]4C(=O)O	CHEMBL4095001	3.92		HEK293	pIC50	inactive	patch	4102
CC=1C=C(C=C(N1)NC=2C=C(C=NC2C(=O)N)N[C@@H]3CCCC[C@@H]3N)C(C)(C)O	CHEMBL3415596	5.19		kidney	pIC50	intermediate	patch	4103
CC=1C=C(N=C(C1)NC=2C=C(C=NC2C(=O)N)N[C@@H]3CCCC[C@@H]3N)C	CHEMBL3415583	5.8		kidney	pIC50	intermediate	patch	4104
CC=1N=C(C=C(N1)OCC(C)(C)O)NC=2C=C(C=NC2C(=O)N)N[C@@H]3CCCC[C@@H]3N	CHEMBL3415597	4.74		kidney	pIC50	intermediate	patch	4105
NC(=O)C=1N=CC(=CC1NC=2C=CC=C(N2)C(F)(F)F)N[C@@H]3CCCC[C@@H]3N	CHEMBL3415592	6.22		kidney	pIC50	active	patch	4106
CC1(NC(=O)N(C1=O)CC(=O)C2CCCCC2)C=3C=CC(=CC3)S(=O)(=O)N	CHEMBL4590127	3.7		None	pIC50	inactive	patch	4107
O=C(NC1CCN(CC1)CC=2C=CN(C2)C=3C=CC(=CC3)C(F)(F)F)N4CCC(CC4)C=5C=CC=CC5O	CHEMBL551886	5.39		CHO	pIC50	intermediate	patch	4108
CC1(NC(=O)N(C1=O)CC(=O)C2=CC=C(S2)Cl)C=3C=CC(=CC3)S(=O)(=O)N	CHEMBL4459602	3.7		None	pIC50	inactive	patch	4109
COC=1C=CC(=CC1)C(=O)NC2=CSC(=N2)[C@]34CO[C@H](C[C@H]3CSC(=N4)N)C	CHEMBL4217023	4.74		None	pIC50	intermediate	patch	4110
CCN(CC)C(=O)C=1C=CC(=CN1)C2=CC3(CCNCC3)OC4=C2C=CC=C4	CHEMBL557054	4.36		HEK293	pIC50	inactive	patch	4111
O=C(NCC=1C=CC=C(C1)F)NC2CCN(CC2)CC=3C=CN(C3)C=4C=CC(=CC4)C(F)(F)F	CHEMBL550410	5.92		CHO	pIC50	intermediate	patch	4112
O=C(NC1CCN(CC1)CC=2C=CN(C2)C=3C=CC(=CC3)C(F)(F)F)N4CC(C4)N5CCCOCC5	CHEMBL551281	5.52		CHO	pIC50	intermediate	patch	4113
C[C@@H]1CNC[C@@H]2N1C3=C(C=CC(=N3)COCC4CC4)C2	CHEMBL203013	3.92		CHO	pIC50	inactive	patch	4114
CCOC(=O)C1=C(NC(=N[C@H]1C=2C=CC(=CC2Br)F)C3=NC=CS3)CN4CCOC[C@H]4CO	CHEMBL4100106	4.62		HEK293	pIC50	intermediate	patch	4115
CCOC(=O)C1=C(NC(=NC1C=2C=CC(=CC2Br)F)C3=NC=CS3)CN4CC[S+](CC4)[O-]	CHEMBL4098434	5.24		HEK293	pIC50	intermediate	patch	4116
CCCS(=O)(=O)N1CCN(CC1)C2(CCC(CC2)(F)F)CNC(=O)C=3C(=CC=CC3F)F	CHEMBL2324491	3.4		HEK293	pIC50	inactive	patch	4117
CCOC(=O)C1=C(NC(=NC1C=2C=CC(=CC2Br)F)N3C=NC=N3)CN4CCOCC4	CHEMBL4082519	6.15		HEK293	pIC50	active	patch	4118
O=C(NCC1CCOC1)C2=NNC3=C2C=C(C=C3)C=4C=CC=C(C4F)F	CHEMBL4634867	5.37		CHO-K1	pIC50	intermediate	patch	4119
O=C(NC1CCOC1)C2=NNC3=C2C=C(C=C3)C=4C=CC=C(C4F)F	CHEMBL4633141	4.88		CHO-K1	pIC50	intermediate	patch	4120
N#C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)C[C@H](N)CC=3C=C(C(=CC3F)F)F	CHEMBL3330073	3.8		CHO	pIC50	inactive	patch	4121
C[C@@H]1CN(CCN1S(=O)(=O)C=2C=CC(=CC2)[C@](C)(O)C(F)(F)F)CC3(CC3)C(=O)N	CHEMBL460962	3.4		None	pIC50	inactive	patch	4122
O=C(O)COC[C@H]1CC[C@@H](CC1)COC(=O)N(C=2C=CC=CC2)C=3C=CC=C(C3)F	CHEMBL3933704	3.92		None	pIC50	inactive	patch	4123
CS(=O)(=O)CCNCC1=CC=C(O1)C=2C=CC=3N=CN=C(C3C2)NC=4C=CC(=C(C4)Cl)OCC=5C=CC=C(C5)F	CHEMBL554	6	lapatinib	None	pIC50	active	patch	4124
N#C[C@H]1CC[C@@H](CC1)N2C(=O)C=3C=CC=CC3C2C(=O)NCC=4C=CC(=CC4)OC(F)(F)F	CHEMBL2163357	3.88		CHO-K1	pIC50	inactive	patch	4125
OC(CNCC(O)C1CCC=2C=C(C=CC2O1)F)C3CCC=4C=C(C=CC4O3)F	CHEMBL434394	6.5	nebivolol	None	pIC50	active	patch	4126
O=C1C=2C=CC=C3C2[C@H](CCC3)CN1[C@@H]4CN5CCC4CC5	CHEMBL1189679	5.7	palonosetron	None	pIC50	intermediate	patch	4127
C[C@H](CO)CONC(=O)C=1N=CC2=CN=CN2C1NC=3C=CC(=CC3F)I	CHEMBL3330655	4.85		None	pIC50	intermediate	patch	4128
COCCONC(=O)N(CC=1C=CSC1)C2CCN(CC2)[C@H](C)CCNC(=O)C=3C(=CC(=NC3C)Cl)C	CHEMBL2164211	3.8		CHO	pIC50	inactive	patch	4129
NC(=O)C=1N=NC(=NC1NC=2C=CC=C(C2)N3N=CC=N3)N[C@@H]4CCCC[C@@H]4N	CHEMBL3416025	5.43		CHO	pIC50	intermediate	patch	4130
FC=1C=CC=C(C1)N2C=C(N=N2)NCCN3CCCCC3	CHEMBL3417045	5.28		CHO	pIC50	intermediate	patch	4131
FC=1C=CC(=CC1F)N2C=C(N=N2)NCCN3CCCCC3	CHEMBL3417047	5.66		CHO	pIC50	intermediate	patch	4132
CN1C2=C(C3=C1C=CC=C3)C(=O)N(CC1=C(C)N=CN1)CC2	CHEMBL1110	5.64	alosetron	HEK293	pIC50	intermediate	patch	4133
CC=1C(=CC=C2C1N3[C@@H](C2)CNC[C@H]3C)Cl	CHEMBL191054	5.6		CHO	pIC50	intermediate	patch	4134
CC=1C=C(C=CC1C=2C=CN=C(C2)NCC3=NNC(=C3Cl)C=4C=CC=CN4)C#N	CHEMBL2147025	3.92		CHO	pIC50	inactive	patch	4135
CN1C[C@@H]2C[C@H]1CN2C=3C=CC(=NN3)C=4C=CC=5OC=CC5C4	CHEMBL1083301	8.06		None	pKi	active	patch	4136
CN1C[C@@H]2C[C@H]1CN2C=3C=CC(=NN3)C=4C=CC=5NC=CC5C4	CHEMBL1083304	7.68		None	pKi	active	patch	4137
CNC(=O)C=1C=C(C=CN1)OC=2C=CC=3N=C(SC3C2)NC(=O)NC=4C=CC(=C(C4)Cl)Cl	CHEMBL3798983	3.4		None	pIC50	inactive	patch	4138
CN1C[C@@H]2C[C@H]1CN2C=3C=CC(=NN3)C=4C=CC=5NC(=CC5C4)C(F)(F)F	CHEMBL1083614	8.66		None	pKi	active	patch	4139
CN1C[C@@H]2C[C@H]1CN2C=3C=NC(=CN3)C=4C=CC=5OC=CC5C4	CHEMBL1084021	8.28		None	pKi	active	patch	4140
CC(=O)N1CCN(CC1)CCOC=2C=CC(=CC2)C3CCN(CC3)C4=NN5C(=NN=C5C(F)(F)F)CC4	CHEMBL2346976	3.4		None	pIC50	inactive	patch	4141
CN1C[C@@H]2C[C@H]1CN2C=3C=NC(=CN3)C=4C=CC=5C=CNC5C4	CHEMBL1086506	8.05		None	pKi	active	patch	4142
FC=1C=CC=C(C1F)CN2CCN(CC2)C=3C=CC4=NN=C(N4N3)C(F)(F)F	CHEMBL2346969	3.4		None	pIC50	inactive	patch	4143
CN1C[C@@H]2C[C@H]1CN2C=3N=CC(=CN3)C=4C=CC=5SC=CC5C4	CHEMBL1085806	9.25		None	pKi	active	patch	4144
CN1C[C@@H]2C[C@H]1CN2C=3C=CC(=CN3)C=4C=CC=5SC=CC5C4	CHEMBL1085090	9.26		None	pKi	active	patch	4145
O=C(NC1CCN(CC1)CC=2C=CN(C2)C=3C=CC(=CC3)C(F)(F)F)N4CCN5C=CC=C5C4C=6C=CC=CC6	CHEMBL550068	5.89		CHO	pIC50	intermediate	patch	4146
O=C1COC=2C=CC(=NC2N1)CNC3CCN(CC3)CCN4C(=O)COC5=C4C=C(C=C5)N6C=NN=N6	CHEMBL1824028	3.4		None	pIC50	inactive	patch	4147
COC=1C=CC(=CC1)OC2CN(C2)C(=O)NC3CCN(CC3)CC=4C=CN(C4)C=5C=CC(=CC5)C(F)(F)F	CHEMBL557873	5.69		CHO	pIC50	intermediate	patch	4148
O=C1COC=2C=CC(=NC2N1)CNC3CCN(CC3)CCN4C(=O)COC5=C4C=C(C=C5)NC(=O)C(F)(F)F	CHEMBL1824032	3.4		None	pIC50	inactive	patch	4149
CC=1C=C(N(N1)CC(NC(=O)NC2CCN(CC2)CC=3C=CN(C3)C=4C=CC(=CC4)C(F)(F)F)C=5C=CC=CC5)C	CHEMBL539475	5.55		CHO	pIC50	intermediate	patch	4150
COC=1N=C(C=CC1N2C=NC(=C2)C)C3=NOC[C@@H](N3)C4=CC=5C=CC=CC5O4	CHEMBL4101809	4.82		None	pIC50	intermediate	patch	4151
CC1=CC(=NN1C=2C=CC=3C=CC=CC3C2)OCCN4C[C@@H](O[C@@H](C4)C)C	CHEMBL2170070	5.13		HEK293	pIC50	intermediate	patch	4152
NCC(O)COC=1C=CC=CC1C(=O)CCC=2C=CC=CC2	CHEMBL1365	4.36		None	pIC50	inactive	patch	4153
CC(=O)C1CCN(CC1)CCOC=2C=CN(N2)C=3C=CC(=C(C3)Cl)Cl	CHEMBL2170213	5.35		HEK293	pIC50	intermediate	patch	4154
CC(C)N(CCC1=C(NC2=C1C=CC=C2)C(C)(C)O)CC=3C=CC(=CC3)/C=C/C(=O)NO	CHEMBL1819261	3.92		None	pIC50	inactive	patch	4155
COC=1C=CC=2C=C3[N+](=CC2C1OC)CCC=4C3=CC5=C(C4)OCO5	CHEMBL12089	5.51		None	pIC50	intermediate	patch	4156
COC=1C=NC=2C=CC(=O)N(C2C1)C[C@H](N)[C@H]3CC[C@@H](CC3)NCC=4C=CC5=C(N4)NC(=O)CO5	CHEMBL3355575	2.88		None	pIC50	inactive	patch	4157
CC=1C=C(C=CC1C=2C=CN=C(C2)NCC3=NNC(=C3Cl)C=4C=CC=CC4)C#N	CHEMBL2147023	4.52		CHO	pIC50	inactive	patch	4158
N[C@@H](CN1C(=O)C=CC2=C1C=C(C=N2)F)[C@H]3CC[C@@H](CC3)NCC=4C=CC5=C(N4)NC(=O)CO5	CHEMBL3355576	3.4		None	pIC50	inactive	patch	4159
C[C@@H]1C2=NN=C(N2CCN1C(=O)C=3C=CC(=CC3)C4=CC=CS4)C5=CSC(=N5)C=6C=CC(=CC6F)F	CHEMBL3422009	5.85		HEK293	pIC50	intermediate	patch	4160
CC1=CSC(=N1)C2=NN=C3N2CCN([C@@H]3C)C(=O)C=4C=CC(=CC4)C5=CC=CS5	CHEMBL3422016	4.77		HEK293	pIC50	intermediate	patch	4161
COC=1C=CC(=CC1)CC(=O)N2CCC3(CC2)CN(C3)[C@@H]4CCC5=C4C=CC(=C5)C=6N=CC=CN6	CHEMBL2426677	5.54		None	pIC50	intermediate	patch	4162
CC(C)OC=1C=C(C=CC1F)[C@@](CC=2C=CC=CC2)(NC[C@H](O)C(F)(F)F)C=3C=C(C=C(C3)OC(F)(F)C(F)F)F	CHEMBL3814418	4.92		HEK293	pIC50	intermediate	patch	4163
CCCC(C)C1(C(=O)NC(=O)NC1=O)CC	CHEMBL448	1.64	pentobarbital	None	pIC50	inactive	patch	4164
FC=1C=C(C=CC1Cl)C(CC2CNC2)OC=3C=CC=CC3F	CHEMBL3310484	5.85		CHO-K1	pIC50	intermediate	patch	4165
CC1=CC(=O)N(C2=C1C=CC(=C2)F)C[C@H](N)[C@H]3CC[C@@H](CC3)NCC=4N=CC5=C(N4)NC(=O)CO5	CHEMBL3355569	2.88		None	pIC50	inactive	patch	4166
ClC=1C=CC(=C(C1)Cl)N2C=C(N=N2)NCCN3CCCCC3	CHEMBL3417043	5.31		CHO	pIC50	intermediate	patch	4167
CC1=NC=2C(=CC=CC2N1C3=CC=C(S3)C(=O)NC4CC4)OC(F)F	CHEMBL2012951	4.54		CHO-K1	pIC50	inactive	patch	4168
COC(=O)C1(CCN(CC1)CC=2C=CC=CC2OC)CNC(=O)C=3C=C(C=C(C3)OC)OC	CHEMBL1836162	5.72		None	pIC50	intermediate	patch	4169
COC(=O)C1(CCN(CC1)CC=2C=CC(=CC2)OC)CNC(=O)C=3C=C(C=C(C3)OC)OC	CHEMBL1836164	6.32		None	pIC50	active	patch	4170
COC(=O)C1(CCN(CC1)CC=2C=CC=CC2C(F)(F)F)CNC(=O)C=3C=C(C=C(C3)OC)OC	CHEMBL1836165	5.3		None	pIC50	intermediate	patch	4171
COC(=O)C1(CCN(CC1)CC=2C=CC=C(C2)C(F)(F)F)CNC(=O)C=3C=C(C=C(C3)OC)OC	CHEMBL1836166	5.55		None	pIC50	intermediate	patch	4172
CC(=O)NC=1C=CC(=CC1)OCCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F	CHEMBL4794963	6.43		None	pIC50	active	patch	4173
CC1(CCN(CC1)C=2C=NC(=C(N2)N)C=3C=CC=C(C3Cl)Cl)CN	CHEMBL4754023	5.77		None	pIC50	intermediate	patch	4174
COC=1C=C(C=CC1NC=2N=CC(=C(N2)C3=CN=C4N3C=CC=C4)Cl)N5CCN(CC5)S(=O)(=O)C	CHEMBL1809065	3.88		None	pIC50	inactive	patch	4175
CC=1N=C(N=C2C1C=C(C=C2)NC(=O)COC=3C=CC(=CC3)Cl)N4CCCC4	CHEMBL216228	5		None	pIC50	intermediate	patch	4176
COC=1C=NC=2C=CC(=O)N(C2C1)CCN3CCN(CC3)C4=NC=5C=C(C(=CC5N4)C)C#N	CHEMBL3318998	3.88		None	pIC50	inactive	patch	4177
COC=1C=CC(=CC1)N2C=NC=3C(=CSC3C2=O)C=4C=CC=CC4C	CHEMBL3330823	5.01		CHO-K1	pIC50	intermediate	patch	4178
CC=1C=C(N=C(N1)N2C[C@H]3C[C@H](C[C@H]3C2)C=4C=CC=CC4C(F)(F)F)C(=O)O	CHEMBL3594232	3.92		HEK293	pIC50	inactive	patch	4179
FC(F)(F)C=1C=CC=C(C1)NC=2C=C3NC(=NC3=CN2)NC=4C=CC(=CN4)N5CCNCC5	CHEMBL4471705	4.52		None	pIC50	inactive	patch	4180
C[S+]([O-])C=1C=CC(=CC1)C=2C=CC3=NC=C(N3N2)C=4C=CC(=CC4)S(=O)(=O)C	CHEMBL4528812	4.75		CHO	pIC50	intermediate	patch	4181
O=C(NC1CCN(CC1)CC=2C=CN(C2)C=3C=CC(=CC3)C(F)(F)F)N4CC[C@@H](C4)O	CHEMBL552224	3.9		CHO	pIC50	inactive	patch	4182
C[S+]([O-])C=1C=CC(=CC1)C2=CN=C3N2N=C(C=C3)NC4CCN(CC4)S(=O)(=O)C	CHEMBL4445827	4.59		CHO	pIC50	inactive	patch	4183
O=C(NC1CCN(CC1)CC=2C=CN(C2)C=3C=CC(=CC3)C(F)(F)F)NC45CC6CC(C4)CC(C6)(C5)O	CHEMBL552144	3.9		CHO	pIC50	inactive	patch	4184
NC[C@H](OC1=NOC2=C1N=C(C=C2)C=3C=CC=CC3Cl)C=4C=CC=CC4	CHEMBL4528547	5.44		None	pIC50	intermediate	patch	4185
CC1=NC=CN1CC(NC(=O)NC2CCN(CC2)CC=3C=CN(C3)C=4C=CC(=CC4)C(F)(F)F)C=5C=CC=CC5	CHEMBL549595	3.9		CHO	pIC50	inactive	patch	4186
CC1=NC(=CS1)C2=NN=C3N2CCN(C3)C(=O)C=4C=CC(=CC4)C5=CC=CS5	CHEMBL3422012	4.57		HEK293	pIC50	inactive	patch	4187
NC=1C=C(C(=CC1C(=O)NC=2C=C(C(=C(C2)F)F)F)S(=O)(=O)N3CCC(CC3)O)F	CHEMBL4463663	5.06		HEK293	pIC50	intermediate	patch	4188
O=C(NC1CCN(CC1)CC=2C=CN(C2)C=3C=CC(=CC3)C(F)(F)F)N4CC[C@H](C4)O	CHEMBL551826	3.9		CHO	pIC50	inactive	patch	4189
CC=1C=C(C=C(N1)NC=2C=C(C=NC2C(=O)N)N[C@@H]3CCCC[C@@H]3N)CC(C)(C)O	CHEMBL3415595	5.23		kidney	pIC50	intermediate	patch	4190
COC=1C=C(N=C(C1)NC=2C=C(C=NC2C(=O)N)N[C@@H]3CCCC[C@@H]3N)C	CHEMBL3415593	5.77		kidney	pIC50	intermediate	patch	4191
CNC(=O)C=1C=CC(=CC1)OC=2C=CC(=CC2)S(=O)(=O)[C@]3(CCC4(C3)CCNCC4)C(=O)NO	CHEMBL3417769	3.92		None	pIC50	inactive	patch	4192
O=C(NC[C@@H]1CCCC[C@H]1O)NC2CCN(CC2)CC=3C=CN(C3)C=4C=CC(=CC4)C(F)(F)F	CHEMBL564243	5.13		CHO	pIC50	intermediate	patch	4193
C[C@@H]1CN(CCN1C=2N=CC(=CN2)OCC=3C=CC(=CC3F)N=S(=O)(C)C)C4=NC(=NO4)C(F)(F)F	CHEMBL3358009	3.92		None	pIC50	inactive	patch	4194
O=C(NC1CCN(CC1)CC=2C=CN(C2)C=3C=CC(=CC3)C(F)(F)F)NC(C=4C=CC=CC4)C5=NC=CN5	CHEMBL563791	4.9		CHO	pIC50	intermediate	patch	4195
COC=1C=CC=2N=CC=C(C2C1)CC[C@H]3OC[C@@H](CO3)NCC=4C=C5C(=CN4)OCCO5	CHEMBL4228258	5.02		None	pIC50	intermediate	patch	4196
CCN(CC)CC=1C=CC2=C(C1)CC[C@@H](C2)N3CCN(CC3=O)CCC=4C=CC=C(C4)C(F)(F)F	CHEMBL214323	5.77		HEK293	pIC50	intermediate	patch	4197
COC=1C=CC(=CC1OC)CCO[C@@H]2CCCC[C@H]2N3CC[C@H](C3)O	CHEMBL2107383	5.15	vernakalant	HEK293	pIC50	intermediate	patch	4198
COC=1C=CC2=C(C1)CN(CCS2)C(=O)CCN3CCC(CC3)CC=4C=CC=CC4	CHEMBL2440857	6.33		HEK293	pIC50	active	patch	4199
CN1CCN(C(=O)C1)CC=2C=CC3=C(C2)CC4=C3NN=C4C5=CSC(=C5)C#CCOC=6C=CC=CC6	CHEMBL225334	4.28		HEK293	pIC50	inactive	patch	4200
COCCOCC#CC1=CC(=CS1)C2=NNC3=C2CC4=C3C=C(C=C4)CN5C=NC=N5	CHEMBL223971	4.94		HEK293	pIC50	intermediate	patch	4201
CCOC(=O)N1CCC(CC1)(C)CN2CCC3(CC2)CN(C4=C3C=CC=N4)S(=O)(=O)C	CHEMBL3289442	5.44		None	pIC50	intermediate	patch	4202
CC=1N=COC1C2=NN=C(N2C)SCCCN3CC[C@]4(C3)C[C@H]4C=5C=CC(=CC5C(F)(F)F)F	CHEMBL3975147	5.57		HEK293	pIC50	intermediate	patch	4203
CN1C=C(C=N1)C2=NN=C(N2C)SCCCN3CC[C@@]4(C3)C[C@@H]4C=5C=CC(=CC5)C(F)(F)F	CHEMBL3956758	6.33		HEK293	pIC50	active	patch	4204
CN1C(=NN=C1C=2C=CC=NC2)SCCCN3CC[C@@]4(C3)C[C@@H]4C=5C=CC(=CC5F)F	CHEMBL3921885	5.56		HEK293	pIC50	intermediate	patch	4205
NC(=O)C=1N=CC(=NC1NC=2C=CC=C(C2)N3N=CC=N3)N[C@@H]4CCCC[C@@H]4N	CHEMBL3416023	5		CHO	pIC50	intermediate	patch	4206
CC(=O)NC1=NC(=C(S1)C=2C=CN=C(N2)NC=3C=CC(=CC3)N4CCNCC4)C=5C=CC(=CC5)F	CHEMBL4451783	4.42		CHO	pIC50	inactive	patch	4207
OC(CNC=1N=CC=C(N1)C=2SC(=NC2C=3C=CC(=CC3)F)C4CCNCC4)C=5C=CN=CC5	CHEMBL4436765	4.55		CHO	pIC50	inactive	patch	4208
CCC1(C(=O)NC(=O)NC1=O)C=2C=CC=CC2	CHEMBL40	2.52	phenobarbital	None	pIC50	inactive	patch	4209
NC=1C=CN=CC1	CHEMBL284348	2.36	fampridine	None	pIC50	inactive	patch	4210
CC=1C=CC(=CC1NC(=O)CN2C(=NC3=C2C=CC=C3)CC=4C(=CC=CC4Cl)Cl)C(C)C	CHEMBL3948914	3.4		CHO-K1	pIC50	inactive	patch	4211
C[C@@H](C=1C=C(C=CN1)OCC(F)F)N2C=NC3=C2N=C(N=C3N)Cl	CHEMBL4762103	4.74		CHO	pIC50	intermediate	patch	4212
CCN[C@@H]1CCC=C([C@H]1COC=2C=C(C(=CC2Cl)S(=O)(=O)NC3=CSC=N3)F)C=4C=CC(=CC4)F	CHEMBL4203948	5.36		None	pIC50	intermediate	patch	4213
N[C@@H]1CCC=C([C@H]1CNC=2C=C(C(=CC2Cl)S(=O)(=O)NC3=CSC=N3)F)C=4C=CC(=CC4)F	CHEMBL4210866	5.34		None	pIC50	intermediate	patch	4214
N[C@H](CC=1C=C(C(=CC1F)F)F)C2CCN(CC2)C(=O)C3=CN=C4N3C=CC=N4	CHEMBL485125	4.23		None	pIC50	inactive	patch	4215
COC=1N=CC=NC1[C@H](C)C2=C(CC3=C2C=CC=C3)CCN(C)C	CHEMBL1092597	5.12		None	pIC50	intermediate	patch	4216
CN1C[C@@H]([C@H](C1)C(=O)NC=2C=CC(=CC2)Cl)C=3C=CC(=CC3)/C=C/C(=O)NC=4C=CC=CC4N	CHEMBL2177587	5		CHO	pIC50	intermediate	patch	4217
N#C[C@H](CC=1C=CC(=CC1)C=2C=CC=CC2)NC(=O)C3(CCOCC3)N	CHEMBL3261925	3.88		None	pIC50	inactive	patch	4218
COC=1C=CC=2N=CC(=C(C2N1)CCC34CCC(CC3)(CO4)NC(=O)C=5C=CC6=C(N5)NC(=O)CO6)F	CHEMBL3604805	3.92		CHO	pIC50	inactive	patch	4219
CN1C(=NN=C1C=2C=CC=NC2C(F)(F)F)SCCCN3CC[C@@]4(C3)C[C@@H]4C=5C=CC(=CC5)C(F)(F)F	CHEMBL3946313	5.88		HEK293	pIC50	intermediate	patch	4220
COC(=O)C1(CCN(CC1)CC=2C=CC(=CC2)C(F)(F)F)CNC(=O)C=3C=C(C=C(C3)OC)OC	CHEMBL1836167	5.63		None	pIC50	intermediate	patch	4221
